session_sk,session_id,customer_sk,start_date_sk,end_date_sk,source,device,session_duration_min
65,11000000064,1109,0,0,direct,desktop,13.0
66,11000000065,1211,0,0,ads,mobile,20.0
67,11000000066,1443,0,0,direct,mobile,49.0
68,11000000067,811,0,0,email,desktop,12.0
69,11000000068,1160,0,0,direct,desktop,
70,11000000069,455,0,0,direct,mobile,48.0
71,11000000070,601,0,0,direct,mobile,56.0
72,11000000071,431,0,0,ads,mobile,12.0
73,11000000072,0,0,0,ads,desktop,1.0
74,11000000073,80,0,0,ads,mobile,48.0
75,11000000074,0,0,0,referral,mobile,
76,11000000075,859,0,0,direct,mobile,29.0
77,11000000076,0,0,0,social,mobile,28.0
78,11000000077,0,0,0,referral,desktop,
79,11000000078,233,0,0,ads,mobile,32.0
80,11000000079,1176,0,0,direct,desktop,53.0
81,11000000080,0,0,0,direct,mobile,35.0
82,11000000081,0,0,0,social,desktop,23.0
83,11000000082,181,0,0,direct,mobile,1.0
84,11000000083,1064,0,0,ads,mobile,47.0
85,11000000084,166,0,0,direct,mobile,28.0
86,11000000085,1230,0,0,referral,mobile,2.0
87,11000000086,0,0,0,referral,tablet,6.0
88,11000000087,747,0,0,direct,mobile,26.0
89,11000000088,927,0,0,ads,tablet,33.0
90,11000000089,1009,0,0,direct,mobile,60.0
91,11000000090,1334,0,0,social,mobile,
92,11000000091,51,0,0,email,desktop,23.0
93,11000000092,1436,0,0,referral,mobile,25.0
94,11000000093,859,0,0,direct,desktop,39.0
95,11000000094,1298,0,0,referral,mobile,23.0
96,11000000095,51,0,0,direct,mobile,9.0
97,11000000096,885,0,0,ads,mobile,2.0
98,11000000097,505,0,0,direct,mobile,41.0
99,11000000098,0,0,0,ads,mobile,26.0
100,11000000099,1,0,0,direct,mobile,30.0
101,11000000100,781,0,0,direct,desktop,46.0
102,11000000101,540,0,0,ads,mobile,11.0
103,11000000102,0,0,0,ads,mobile,37.0
104,11000000103,0,0,0,direct,mobile,48.0
105,11000000104,0,0,0,ads,desktop,
106,11000000105,0,0,0,referral,mobile,43.0
107,11000000106,718,0,0,direct,mobile,29.0
108,11000000107,0,0,0,ads,mobile,2.0
109,11000000108,937,0,0,social,mobile,29.0
110,11000000109,855,0,0,ads,mobile,7.0
111,11000000110,1396,0,0,direct,mobile,11.0
112,11000000111,465,0,0,email,mobile,52.0
113,11000000112,0,0,0,social,mobile,37.0
114,11000000113,0,0,0,direct,mobile,31.0
115,11000000114,0,0,0,ads,tablet,42.0
116,11000000115,785,0,0,ads,desktop,48.0
117,11000000116,49,0,0,ads,desktop,7.0
118,11000000117,725,0,0,email,desktop,20.0
119,11000000118,647,0,0,ads,mobile,60.0
120,11000000119,1014,0,0,direct,mobile,8.0
121,11000000120,892,0,0,direct,mobile,46.0
122,11000000121,130,0,0,referral,mobile,18.0
123,11000000122,633,0,0,referral,desktop,48.0
124,11000000123,0,0,0,direct,desktop,46.0
125,11000000124,532,0,0,direct,mobile,
126,11000000125,997,0,0,email,desktop,29.0
127,11000000126,11,0,0,direct,mobile,60.0
128,11000000127,0,0,0,referral,mobile,32.0
129,11000000128,1331,0,0,referral,mobile,15.0
130,11000000129,0,0,0,referral,mobile,58.0
131,11000000130,1084,0,0,ads,mobile,45.0
132,11000000131,1201,0,0,email,mobile,16.0
133,11000000132,0,0,0,direct,desktop,
134,11000000133,367,0,0,email,mobile,20.0
135,11000000134,710,0,0,direct,mobile,35.0
136,11000000135,0,0,0,ads,mobile,26.0
137,11000000136,1389,0,0,email,desktop,44.0
138,11000000137,0,0,0,social,mobile,21.0
139,11000000138,1160,0,0,email,desktop,2.0
140,11000000139,1252,0,0,ads,tablet,6.0
141,11000000140,0,0,0,direct,desktop,3.0
142,11000000141,1438,0,0,ads,mobile,41.0
143,11000000142,670,0,0,social,mobile,52.0
144,11000000143,0,0,0,ads,desktop,11.0
145,11000000144,1207,0,0,ads,tablet,18.0
146,11000000145,1110,0,0,ads,tablet,60.0
147,11000000146,94,0,0,ads,desktop,45.0
148,11000000147,1158,0,0,direct,mobile,57.0
149,11000000148,0,0,0,email,mobile,22.0
150,11000000149,252,0,0,direct,mobile,23.0
151,11000000150,625,0,0,ads,desktop,14.0
152,11000000151,919,0,0,email,desktop,30.0
153,11000000152,1053,0,0,ads,mobile,48.0
154,11000000153,1381,0,0,direct,desktop,33.0
155,11000000154,591,0,0,social,mobile,23.0
156,11000000155,1452,0,0,direct,mobile,48.0
157,11000000156,864,0,0,direct,desktop,24.0
158,11000000157,744,0,0,ads,mobile,15.0
159,11000000158,653,0,0,ads,mobile,42.0
160,11000000159,974,0,0,direct,mobile,40.0
161,11000000160,0,0,0,direct,mobile,59.0
162,11000000161,0,0,0,ads,mobile,2.0
163,11000000162,0,0,0,direct,mobile,9.0
164,11000000163,1105,0,0,ads,tablet,4.0
165,11000000164,1211,0,0,ads,desktop,30.0
166,11000000165,0,0,0,social,mobile,12.0
167,11000000166,0,0,0,ads,desktop,35.0
168,11000000167,1017,0,0,ads,desktop,22.0
169,11000000168,267,0,0,direct,mobile,39.0
170,11000000169,1228,0,0,direct,desktop,36.0
171,11000000170,1121,0,0,direct,mobile,59.0
172,11000000171,0,0,0,direct,desktop,44.0
173,11000000172,1380,0,0,email,mobile,2.0
174,11000000173,0,0,0,direct,mobile,33.0
175,11000000174,605,0,0,email,mobile,30.0
176,11000000175,0,0,0,social,mobile,21.0
177,11000000176,1309,0,0,social,desktop,50.0
178,11000000177,1393,0,0,direct,mobile,53.0
179,11000000178,331,0,0,ads,mobile,1.0
180,11000000179,1288,0,0,referral,mobile,6.0
181,11000000180,524,0,0,ads,mobile,55.0
182,11000000181,1374,0,0,social,mobile,
183,11000000182,67,0,0,referral,desktop,19.0
184,11000000183,0,0,0,ads,mobile,45.0
185,11000000184,662,0,0,direct,mobile,51.0
186,11000000185,1332,0,0,ads,mobile,8.0
187,11000000186,1163,0,0,direct,mobile,8.0
188,11000000187,665,0,0,direct,desktop,19.0
189,11000000188,1409,0,0,direct,mobile,11.0
190,11000000189,502,0,0,direct,mobile,20.0
191,11000000190,744,0,0,direct,desktop,2.0
192,11000000191,686,0,0,direct,desktop,22.0
193,11000000192,0,0,0,referral,mobile,
194,11000000193,145,0,0,direct,desktop,43.0
195,11000000194,0,0,0,direct,mobile,60.0
196,11000000195,865,0,0,direct,mobile,30.0
197,11000000196,0,0,0,social,tablet,
198,11000000197,1167,0,0,referral,mobile,19.0
199,11000000198,0,0,0,direct,desktop,17.0
200,11000000199,0,0,0,ads,mobile,35.0
201,11000000200,170,0,0,ads,desktop,60.0
202,11000000201,958,0,0,direct,mobile,39.0
203,11000000202,0,0,0,email,desktop,14.0
204,11000000203,541,0,0,email,desktop,53.0
205,11000000204,119,0,0,ads,desktop,5.0
206,11000000205,228,0,0,ads,mobile,26.0
207,11000000206,1315,0,0,ads,desktop,52.0
208,11000000207,535,0,0,ads,mobile,57.0
209,11000000208,0,0,0,ads,mobile,9.0
210,11000000209,601,0,0,ads,desktop,
211,11000000210,0,0,0,email,mobile,39.0
212,11000000211,1417,0,0,direct,mobile,34.0
213,11000000212,0,0,0,direct,desktop,12.0
214,11000000213,436,0,0,ads,desktop,1.0
215,11000000214,706,0,0,ads,mobile,41.0
216,11000000215,951,0,0,direct,mobile,36.0
217,11000000216,1266,0,0,ads,mobile,18.0
218,11000000217,928,0,0,direct,desktop,8.0
219,11000000218,0,0,0,direct,desktop,4.0
220,11000000219,1222,0,0,ads,mobile,18.0
221,11000000220,529,0,0,direct,mobile,15.0
222,11000000221,819,0,0,referral,mobile,12.0
223,11000000222,1148,0,0,referral,mobile,50.0
224,11000000223,0,0,0,direct,mobile,19.0
225,11000000224,834,0,0,ads,mobile,18.0
226,11000000225,604,0,0,ads,desktop,50.0
227,11000000226,0,0,0,ads,mobile,19.0
228,11000000227,293,0,0,referral,mobile,56.0
229,11000000228,1335,0,0,direct,desktop,7.0
230,11000000229,236,0,0,ads,mobile,15.0
231,11000000230,675,0,0,referral,desktop,11.0
232,11000000231,1493,0,0,direct,mobile,30.0
233,11000000232,0,0,0,direct,mobile,27.0
234,11000000233,0,0,0,ads,mobile,28.0
235,11000000234,448,0,0,ads,mobile,41.0
236,11000000235,0,0,0,ads,mobile,22.0
237,11000000236,1444,0,0,direct,mobile,29.0
238,11000000237,22,0,0,email,mobile,41.0
239,11000000238,1330,0,0,ads,mobile,60.0
240,11000000239,199,0,0,ads,desktop,40.0
241,11000000240,662,0,0,ads,desktop,55.0
242,11000000241,347,0,0,email,tablet,43.0
243,11000000242,0,0,0,social,mobile,60.0
244,11000000243,1449,0,0,direct,mobile,16.0
245,11000000244,820,0,0,direct,mobile,18.0
246,11000000245,128,0,0,ads,mobile,4.0
247,11000000246,684,0,0,ads,mobile,45.0
248,11000000247,0,0,0,email,mobile,53.0
249,11000000248,740,0,0,direct,mobile,24.0
250,11000000249,0,0,0,ads,mobile,38.0
251,11000000250,0,0,0,ads,mobile,41.0
252,11000000251,0,0,0,ads,mobile,39.0
253,11000000252,1107,0,0,ads,mobile,10.0
254,11000000253,0,0,0,direct,mobile,49.0
255,11000000254,0,0,0,ads,mobile,45.0
256,11000000255,0,0,0,referral,mobile,13.0
257,11000000256,1013,0,0,ads,mobile,37.0
258,11000000257,0,0,0,referral,mobile,28.0
259,11000000258,902,0,0,direct,mobile,46.0
260,11000000259,0,0,0,social,desktop,10.0
261,11000000260,745,0,0,direct,desktop,37.0
262,11000000261,1292,0,0,direct,desktop,60.0
263,11000000262,476,0,0,email,tablet,55.0
264,11000000263,502,0,0,direct,mobile,51.0
265,11000000264,679,0,0,ads,desktop,
266,11000000265,0,0,0,ads,mobile,
267,11000000266,0,0,0,direct,desktop,5.0
268,11000000267,0,0,0,direct,mobile,13.0
269,11000000268,1027,0,0,ads,mobile,10.0
270,11000000269,365,0,0,referral,mobile,30.0
271,11000000270,128,0,0,direct,mobile,34.0
272,11000000271,855,0,0,direct,mobile,33.0
273,11000000272,0,0,0,direct,mobile,4.0
274,11000000273,112,0,0,ads,mobile,36.0
275,11000000274,57,0,0,ads,desktop,2.0
276,11000000275,1231,0,0,ads,mobile,10.0
277,11000000276,221,0,0,ads,mobile,39.0
278,11000000277,835,0,0,email,mobile,7.0
279,11000000278,0,0,0,social,mobile,24.0
280,11000000279,990,0,0,ads,desktop,57.0
281,11000000280,1177,0,0,direct,desktop,39.0
282,11000000281,514,0,0,direct,mobile,18.0
283,11000000282,182,0,0,ads,mobile,1.0
284,11000000283,1023,0,0,referral,desktop,19.0
285,11000000284,358,0,0,ads,desktop,5.0
286,11000000285,1317,0,0,social,tablet,59.0
287,11000000286,0,0,0,direct,tablet,5.0
288,11000000287,0,0,0,direct,mobile,53.0
289,11000000288,0,0,0,referral,mobile,55.0
290,11000000289,0,0,0,direct,mobile,17.0
291,11000000290,540,0,0,ads,mobile,14.0
292,11000000291,0,0,0,email,mobile,42.0
293,11000000292,0,0,0,referral,mobile,59.0
294,11000000293,0,0,0,email,desktop,39.0
295,11000000294,235,0,0,ads,mobile,33.0
296,11000000295,0,0,0,email,mobile,
297,11000000296,1467,0,0,ads,mobile,48.0
298,11000000297,1370,0,0,referral,mobile,24.0
299,11000000298,1319,0,0,direct,mobile,15.0
300,11000000299,483,0,0,direct,desktop,34.0
301,11000000300,0,0,0,ads,mobile,
302,11000000301,0,0,0,direct,desktop,11.0
303,11000000302,0,0,0,referral,mobile,23.0
304,11000000303,448,0,0,ads,desktop,33.0
305,11000000304,814,0,0,direct,desktop,51.0
306,11000000305,205,0,0,direct,desktop,34.0
307,11000000306,873,0,0,ads,desktop,51.0
308,11000000307,0,0,0,social,mobile,23.0
309,11000000308,0,0,0,ads,mobile,
310,11000000309,730,0,0,direct,mobile,58.0
311,11000000310,458,0,0,referral,mobile,46.0
312,11000000311,1357,0,0,direct,mobile,5.0
313,11000000312,0,0,0,social,mobile,3.0
314,11000000313,0,0,0,referral,desktop,28.0
315,11000000314,0,0,0,social,mobile,40.0
316,11000000315,0,0,0,ads,desktop,32.0
317,11000000316,1480,0,0,ads,desktop,
318,11000000317,0,0,0,ads,mobile,20.0
319,11000000318,0,0,0,ads,tablet,51.0
320,11000000319,1336,0,0,direct,mobile,12.0
321,11000000320,301,0,0,ads,mobile,41.0
322,11000000321,307,0,0,direct,mobile,57.0
323,11000000322,0,0,0,referral,mobile,39.0
324,11000000323,633,0,0,social,desktop,30.0
325,11000000324,0,0,0,ads,mobile,60.0
326,11000000325,0,0,0,direct,mobile,
327,11000000326,1315,0,0,direct,mobile,7.0
328,11000000327,593,0,0,direct,mobile,19.0
329,11000000328,176,0,0,social,desktop,33.0
330,11000000329,1182,0,0,ads,mobile,24.0
331,11000000330,0,0,0,social,mobile,29.0
332,11000000331,564,0,0,direct,mobile,52.0
333,11000000332,249,0,0,ads,desktop,45.0
334,11000000333,0,0,0,email,mobile,32.0
335,11000000334,0,0,0,referral,desktop,32.0
336,11000000335,945,0,0,ads,mobile,38.0
337,11000000336,1433,0,0,direct,desktop,53.0
338,11000000337,315,0,0,direct,mobile,10.0
339,11000000338,422,0,0,referral,mobile,39.0
340,11000000339,1297,0,0,direct,desktop,36.0
341,11000000340,1475,0,0,ads,desktop,31.0
342,11000000341,0,0,0,social,mobile,21.0
343,11000000342,319,0,0,referral,desktop,
344,11000000343,839,0,0,ads,mobile,23.0
345,11000000344,0,0,0,ads,mobile,44.0
346,11000000345,0,0,0,direct,mobile,1.0
347,11000000346,0,0,0,direct,desktop,3.0
348,11000000347,994,0,0,direct,mobile,45.0
349,11000000348,0,0,0,direct,mobile,20.0
350,11000000349,579,0,0,ads,mobile,59.0
351,11000000350,0,0,0,ads,desktop,29.0
352,11000000351,588,0,0,ads,tablet,22.0
353,11000000352,0,0,0,ads,desktop,35.0
354,11000000353,0,0,0,referral,desktop,2.0
355,11000000354,0,0,0,direct,desktop,52.0
356,11000000355,373,0,0,ads,desktop,2.0
357,11000000356,0,0,0,ads,mobile,7.0
358,11000000357,0,0,0,ads,desktop,48.0
359,11000000358,823,0,0,ads,mobile,50.0
360,11000000359,266,0,0,ads,mobile,42.0
361,11000000360,1406,0,0,referral,tablet,14.0
362,11000000361,0,0,0,referral,desktop,23.0
363,11000000362,234,0,0,ads,mobile,
364,11000000363,1261,0,0,social,desktop,50.0
365,11000000364,521,0,0,ads,mobile,37.0
366,11000000365,150,0,0,ads,mobile,30.0
367,11000000366,1340,0,0,direct,mobile,34.0
368,11000000367,0,0,0,social,mobile,27.0
369,11000000368,1249,0,0,social,desktop,44.0
370,11000000369,539,0,0,direct,mobile,52.0
371,11000000370,0,0,0,social,desktop,29.0
372,11000000371,0,0,0,referral,desktop,16.0
373,11000000372,1175,0,0,direct,mobile,54.0
374,11000000373,0,0,0,social,mobile,27.0
375,11000000374,908,0,0,ads,mobile,30.0
376,11000000375,0,0,0,ads,mobile,39.0
377,11000000376,726,0,0,direct,desktop,44.0
378,11000000377,922,0,0,email,tablet,36.0
379,11000000378,1053,0,0,referral,mobile,54.0
380,11000000379,0,0,0,referral,mobile,51.0
381,11000000380,0,0,0,referral,mobile,34.0
382,11000000381,256,0,0,direct,desktop,43.0
383,11000000382,1005,0,0,ads,mobile,14.0
384,11000000383,982,0,0,direct,desktop,29.0
385,11000000384,1338,0,0,email,desktop,25.0
386,11000000385,710,0,0,ads,mobile,16.0
387,11000000386,789,0,0,direct,mobile,44.0
388,11000000387,0,0,0,referral,mobile,49.0
389,11000000388,1409,0,0,ads,desktop,
390,11000000389,660,0,0,direct,desktop,24.0
391,11000000390,1483,0,0,social,desktop,28.0
392,11000000391,504,0,0,direct,mobile,9.0
393,11000000392,0,0,0,direct,desktop,53.0
394,11000000393,0,0,0,referral,mobile,29.0
395,11000000394,656,0,0,referral,mobile,23.0
396,11000000395,0,0,0,ads,desktop,
397,11000000396,1459,0,0,referral,mobile,36.0
398,11000000397,0,0,0,ads,mobile,16.0
399,11000000398,0,0,0,direct,desktop,39.0
400,11000000399,133,0,0,social,desktop,39.0
401,11000000400,1248,0,0,referral,tablet,
402,11000000401,0,0,0,ads,mobile,7.0
403,11000000402,389,0,0,referral,desktop,41.0
404,11000000403,508,0,0,ads,mobile,28.0
405,11000000404,1403,0,0,social,mobile,4.0
406,11000000405,0,0,0,ads,mobile,56.0
407,11000000406,0,0,0,ads,mobile,20.0
408,11000000407,354,0,0,ads,mobile,9.0
409,11000000408,1493,0,0,direct,mobile,60.0
410,11000000409,0,0,0,ads,mobile,39.0
411,11000000410,381,0,0,ads,mobile,17.0
412,11000000411,229,0,0,referral,mobile,1.0
413,11000000412,1377,0,0,ads,desktop,25.0
414,11000000413,0,0,0,direct,mobile,20.0
415,11000000414,57,0,0,direct,mobile,2.0
416,11000000415,1353,0,0,ads,desktop,28.0
417,11000000416,0,0,0,referral,tablet,13.0
418,11000000417,606,0,0,social,desktop,23.0
419,11000000418,1290,0,0,ads,mobile,
420,11000000419,0,0,0,referral,mobile,53.0
421,11000000420,577,0,0,direct,mobile,9.0
422,11000000421,1400,0,0,direct,mobile,40.0
423,11000000422,0,0,0,ads,tablet,47.0
424,11000000423,760,0,0,direct,mobile,46.0
425,11000000424,227,0,0,direct,mobile,46.0
426,11000000425,577,0,0,ads,tablet,45.0
427,11000000426,0,0,0,ads,mobile,56.0
428,11000000427,939,0,0,ads,mobile,38.0
429,11000000428,0,0,0,referral,mobile,16.0
430,11000000429,546,0,0,direct,mobile,13.0
431,11000000430,0,0,0,referral,mobile,32.0
432,11000000431,1064,0,0,direct,mobile,59.0
433,11000000432,1032,0,0,ads,mobile,28.0
434,11000000433,1488,0,0,referral,mobile,60.0
435,11000000434,1140,0,0,direct,mobile,53.0
436,11000000435,1149,0,0,referral,mobile,39.0
437,11000000436,484,0,0,direct,mobile,20.0
438,11000000437,676,0,0,direct,desktop,10.0
439,11000000438,131,0,0,referral,mobile,
440,11000000439,863,0,0,direct,desktop,56.0
441,11000000440,828,0,0,direct,mobile,39.0
442,11000000441,951,0,0,ads,mobile,48.0
443,11000000442,907,0,0,direct,mobile,
444,11000000443,0,0,0,ads,mobile,13.0
445,11000000444,669,0,0,direct,desktop,48.0
446,11000000445,0,0,0,ads,desktop,26.0
447,11000000446,141,0,0,ads,mobile,21.0
448,11000000447,574,0,0,ads,mobile,44.0
449,11000000448,975,0,0,email,mobile,24.0
450,11000000449,0,0,0,direct,desktop,29.0
451,11000000450,1042,0,0,ads,mobile,27.0
452,11000000451,397,0,0,referral,mobile,14.0
453,11000000452,1301,0,0,ads,mobile,22.0
454,11000000453,730,0,0,referral,mobile,43.0
455,11000000454,0,0,0,social,mobile,45.0
456,11000000455,478,0,0,direct,mobile,13.0
457,11000000456,270,0,0,direct,desktop,35.0
458,11000000457,0,0,0,social,desktop,14.0
459,11000000458,0,0,0,referral,mobile,30.0
460,11000000459,749,0,0,referral,mobile,32.0
461,11000000460,0,0,0,direct,mobile,6.0
462,11000000461,0,0,0,direct,mobile,8.0
463,11000000462,0,0,0,referral,mobile,8.0
464,11000000463,947,0,0,ads,mobile,31.0
465,11000000464,0,0,0,referral,mobile,51.0
466,11000000465,829,0,0,ads,mobile,38.0
467,11000000466,6,0,0,ads,mobile,4.0
468,11000000467,231,0,0,ads,mobile,21.0
469,11000000468,0,0,0,ads,mobile,50.0
470,11000000469,1473,0,0,ads,mobile,11.0
471,11000000470,845,0,0,email,mobile,6.0
472,11000000471,456,0,0,ads,mobile,20.0
473,11000000472,0,0,0,referral,desktop,50.0
474,11000000473,417,0,0,direct,mobile,25.0
475,11000000474,202,0,0,direct,mobile,25.0
476,11000000475,78,0,0,social,mobile,8.0
477,11000000476,0,0,0,email,mobile,11.0
478,11000000477,0,0,0,referral,desktop,
479,11000000478,1060,0,0,direct,mobile,13.0
480,11000000479,663,0,0,direct,mobile,4.0
481,11000000480,176,0,0,ads,desktop,23.0
482,11000000481,0,0,0,ads,desktop,8.0
483,11000000482,1243,0,0,ads,mobile,26.0
484,11000000483,0,0,0,direct,mobile,14.0
485,11000000484,1458,0,0,ads,mobile,
486,11000000485,408,0,0,ads,mobile,59.0
487,11000000486,1301,0,0,direct,mobile,59.0
488,11000000487,0,0,0,direct,mobile,10.0
489,11000000488,809,0,0,direct,desktop,51.0
490,11000000489,0,0,0,referral,desktop,23.0
491,11000000490,0,0,0,ads,desktop,54.0
492,11000000491,970,0,0,direct,desktop,58.0
493,11000000492,398,0,0,direct,desktop,31.0
494,11000000493,792,0,0,direct,mobile,
495,11000000494,1330,0,0,direct,desktop,34.0
496,11000000495,1487,0,0,direct,mobile,22.0
497,11000000496,853,0,0,direct,desktop,57.0
498,11000000497,108,0,0,direct,mobile,48.0
499,11000000498,0,0,0,direct,mobile,26.0
500,11000000499,0,0,0,direct,mobile,51.0
501,11000000500,0,0,0,ads,mobile,33.0
502,11000000501,0,0,0,email,mobile,35.0
503,11000000502,1155,0,0,direct,mobile,34.0
504,11000000503,1071,0,0,direct,mobile,
505,11000000504,0,0,0,email,mobile,38.0
506,11000000505,0,0,0,referral,tablet,26.0
507,11000000506,125,0,0,direct,desktop,55.0
508,11000000507,1210,0,0,direct,desktop,49.0
509,11000000508,0,0,0,direct,desktop,48.0
510,11000000509,1438,0,0,direct,mobile,6.0
511,11000000510,72,0,0,ads,mobile,22.0
512,11000000511,1398,0,0,ads,desktop,49.0
513,11000000512,0,0,0,ads,mobile,45.0
514,11000000513,0,0,0,ads,mobile,29.0
515,11000000514,1250,0,0,direct,mobile,29.0
516,11000000515,1368,0,0,referral,mobile,5.0
517,11000000516,0,0,0,ads,mobile,13.0
518,11000000517,4,0,0,direct,tablet,13.0
519,11000000518,0,0,0,referral,desktop,47.0
520,11000000519,0,0,0,direct,desktop,60.0
521,11000000520,1156,0,0,ads,desktop,1.0
522,11000000521,624,0,0,ads,mobile,35.0
523,11000000522,603,0,0,referral,desktop,46.0
524,11000000523,0,0,0,social,desktop,16.0
525,11000000524,592,0,0,direct,desktop,33.0
526,11000000525,213,0,0,ads,mobile,
527,11000000526,0,0,0,direct,mobile,25.0
528,11000000527,622,0,0,direct,tablet,55.0
529,11000000528,973,0,0,ads,mobile,35.0
530,11000000529,0,0,0,ads,mobile,25.0
531,11000000530,629,0,0,referral,mobile,38.0
532,11000000531,0,0,0,social,desktop,37.0
533,11000000532,942,0,0,email,mobile,13.0
534,11000000533,520,0,0,direct,desktop,33.0
535,11000000534,690,0,0,ads,desktop,15.0
536,11000000535,585,0,0,direct,mobile,29.0
537,11000000536,1403,0,0,ads,tablet,42.0
538,11000000537,0,0,0,referral,mobile,11.0
539,11000000538,0,0,0,direct,mobile,46.0
540,11000000539,0,0,0,social,desktop,48.0
541,11000000540,570,0,0,direct,desktop,44.0
542,11000000541,1213,0,0,direct,mobile,9.0
543,11000000542,101,0,0,ads,mobile,59.0
544,11000000543,280,0,0,ads,desktop,32.0
545,11000000544,980,0,0,direct,desktop,51.0
546,11000000545,0,0,0,social,desktop,15.0
547,11000000546,1121,0,0,email,desktop,44.0
548,11000000547,1259,0,0,social,mobile,20.0
549,11000000548,0,0,0,direct,mobile,29.0
550,11000000549,1025,0,0,ads,desktop,36.0
551,11000000550,1050,0,0,direct,mobile,4.0
552,11000000551,0,0,0,direct,desktop,43.0
553,11000000552,168,0,0,email,desktop,25.0
554,11000000553,0,0,0,referral,desktop,47.0
555,11000000554,1144,0,0,direct,desktop,34.0
556,11000000555,0,0,0,direct,mobile,31.0
557,11000000556,0,0,0,social,mobile,48.0
558,11000000557,156,0,0,ads,mobile,43.0
559,11000000558,829,0,0,referral,mobile,50.0
560,11000000559,659,0,0,direct,mobile,53.0
561,11000000560,1054,0,0,direct,mobile,22.0
562,11000000561,1380,0,0,social,mobile,5.0
563,11000000562,1450,0,0,ads,mobile,35.0
564,11000000563,1379,0,0,direct,tablet,53.0
565,11000000564,0,0,0,email,mobile,13.0
566,11000000565,0,0,0,direct,desktop,24.0
567,11000000566,1295,0,0,email,mobile,
568,11000000567,302,0,0,direct,tablet,4.0
569,11000000568,167,0,0,social,mobile,27.0
570,11000000569,612,0,0,ads,mobile,17.0
571,11000000570,514,0,0,direct,mobile,44.0
572,11000000571,864,0,0,ads,mobile,29.0
573,11000000572,547,0,0,direct,desktop,38.0
574,11000000573,680,0,0,direct,mobile,50.0
575,11000000574,434,0,0,direct,mobile,53.0
576,11000000575,807,0,0,direct,desktop,59.0
577,11000000576,0,0,0,direct,mobile,9.0
578,11000000577,684,0,0,referral,mobile,36.0
579,11000000578,3,0,0,direct,desktop,34.0
580,11000000579,207,0,0,direct,mobile,7.0
581,11000000580,824,0,0,ads,mobile,19.0
582,11000000581,764,0,0,ads,desktop,53.0
